mdsp_dm,mdsp_inst,mdsp_nsp,mdsp_auddig,mdsp_audtr,mdsp_vidtr,mdsp_viddig,mdsp_so,mdsp_on,mdsp_sem
1153174.1655172093,86985.06977130198,428104.7720098006,2594.7952098584005,198100.4084160229,129565.5785893568,12268.010712768539,43693.82727089107,191006.02907911036,397927.0582195704
721616.5290818927,84372.18489917365,494947.0674179234,3339.102549866285,206889.69593095712,144995.68093173846,8681.64464853457,48764.613024543716,185063.48484366245,382802.06406362075
294773.6386101248,83212.75032658616,593360.031861627,2960.5725064765898,150243.3342061148,132018.86943032197,9228.515279434905,45670.87425263356,191394.01573830805,441572.56544643204
527009.179343268,97293.35912642883,500073.78715869534,2165.6643321485735,112796.04499267437,108394.1130383047,6803.683468628849,41558.21023725197,159847.86952754413,432508.16603867064
1173845.8455097864,82604.46613695052,358152.7004712581,1810.2871028739562,85833.0772375808,118328.84520934967,3469.0119783738082,32065.907973997426,115827.68047623396,452545.3238113434
1523537.6262005474,69549.82384107943,339462.1415036634,2063.854752672722,102144.75180892434,276893.8987099518,4007.9257085584304,30323.098663579836,114209.54286723079,512702.8264329603
1548523.2493645102,88838.66217711126,488244.21495464887,2706.7075599155573,164771.23088791498,395769.5679479548,6331.075842067239,34279.65777250345,150328.99225949004,432597.31064613396
1066266.2957644246,90631.385409484,614275.7103865205,3350.8985694082266,177766.342117776,267170.1490811584,6053.908783005562,36086.14047581024,179645.23828392575,297516.50450597063
484526.13666306454,100457.08432329145,481876.8605144454,2630.1491341742744,107396.14895369607,144556.30772082048,6936.787462270587,42156.40737334018,204256.62053053017,272222.37407361314
620264.3747109415,119884.56009379169,258044.57924052895,2455.4293408691765,116182.00025855958,106511.24129323765,6863.272793085604,40541.28053859686,210623.84395413316,315285.27886288275
983196.9667936626,93446.2600729527,164928.13381053787,2914.9730410049447,141710.77271755273,73034.48173870987,4492.422708191768,35427.07897720765,172032.6282064283,326615.0039238255
934986.2116198618,61287.76709917563,214241.59506833204,3438.950690746695,120595.16719568879,133815.8833204838,2625.0008316805347,39042.78985591567,156536.2639729011,261732.56032124523
982984.1318985951,64253.02118047584,315304.1382264243,3325.1432822648494,111514.79125714824,254882.31623729446,2153.2970374284355,44691.691318317324,172226.22178167998,240334.96579622477
785741.4933922945,65299.74266037265,387922.33340344264,3932.4738285705716,153134.57500431396,209106.05974671937,3010.9256178031624,42050.27044794828,143037.86141956705,322182.5479851249
446694.8310760329,61601.32120462967,363437.43048753025,3753.0739231561356,169594.15115998764,165922.80306622805,4752.497235566842,39731.268961595175,99237.54910821603,403813.33050977555
647943.6848216617,58695.538268272576,321407.5646399968,2245.4327263621635,150175.54555791357,139568.48914750214,5603.367517450433,34829.91048197843,74747.47454395315,365620.43815219286
1189532.5236536055,49040.281143474975,362317.2920299186,1166.0969635176923,125942.97766606284,82618.41649078776,4304.259751797267,28812.488881597747,52516.68691939754,345139.51982409053
1161266.953502258,62435.115943542354,326102.3529408434,658.3300621024786,50469.81869381519,50018.96411123601,4295.286595724127,30738.910647666922,58190.94047166346,306375.95670105313
872469.1010664433,78829.32824364962,293306.79099308944,558.990703615403,24232.491557016325,42472.021660429964,5156.443081510842,35602.31596503658,80640.55017125876,299484.4147460296
643452.576581517,86499.74114309413,326181.87502630695,988.7350084627735,50500.874456143465,64955.05223683024,6051.417500727275,39018.258120603015,97010.53237363874,404226.43957249116
639927.3558608218,88290.95279294849,378783.94237372896,2053.1957865414693,74170.87147851252,88551.2175079851,8969.233728383175,25374.40111444932,107075.77726434571,428239.24046824797
915363.4600040793,93219.18641126639,372565.5311269643,2861.7768165581388,97665.11932920817,74562.99616052351,10881.950971657809,16717.463647263015,102485.95594830891,440524.7607578755
846891.7648880976,105282.42871119137,272404.2500856092,2454.5157538180374,108252.83816435654,71614.99832539527,13938.002696526311,18183.485683277606,105226.12597814995,462806.55811092263
803747.2104626758,122169.21385520259,204749.2614291657,2050.8293225300085,112411.7582894727,139528.46603070648,16780.973053827085,22421.990590823643,149230.62020229755,377817.4780140776
1023344.732645515,130945.49865327407,293865.05274915765,2370.1596188184585,155569.4659839577,233711.75360283558,15068.566391340453,25833.89696359918,198002.1265831336,308880.51625327766
1144168.6811342423,93537.18285793961,453321.5815979844,2974.5466044401496,180548.5993693532,248005.5734025311,14813.785544350112,32439.823073423042,230159.97138376077,342730.6290361138
1439325.2182101458,50965.570424443686,382248.23560615437,2850.3754362067107,165158.37633810428,191601.6532706901,18172.526813006745,35448.86173883681,242897.50973487712,433427.6862004288
1428496.9686846216,59478.304527789354,261824.74717769423,2350.567248592181,167230.20800503215,156327.98085327903,19553.713386089024,32660.353222140468,235160.39626907473,417867.30338267423
787020.4447354439,77990.6138317022,279603.3857574492,3095.8479677973028,154738.39592911862,183791.76472901355,21543.804961541617,39962.44319681395,196273.35736149,462181.5329208809
384985.65353039914,78438.3860227154,376660.2522166723,4350.000260086505,146136.54386743275,198579.016910975,28815.881779273393,53506.06973425072,160907.3212583744,520224.56083719485
552961.8362779878,68300.94953750032,398444.88878241664,4405.705223610761,118442.6208482831,157273.89502284554,26586.561013034694,58339.83264048964,161173.62373504863,559961.136358025
711837.9878278408,50710.103929399076,364438.8041169168,3760.975617506386,106519.32823911142,77389.29749991896,15646.13742935634,55605.55285914277,153725.93047164535,750724.2674346743
765099.4141198989,48994.17568538215,341776.0969520531,3637.2583163454924,128367.61130514032,66538.13085929916,8710.610907666818,59941.48780285947,152951.14051310226,931305.4918774209
826417.9294303176,64826.31378197141,385997.9912796608,4335.7909287295815,145753.841329277,123893.78376809951,10533.65957891851,85332.53614173856,180146.77185848405,971336.7581104678
921859.098959779,90783.9401526137,479065.23347874975,4414.5846881402895,166967.7018367652,236427.89011713822,15071.218028509194,133848.53824208357,192718.7286249744,1035253.3111433176
886703.8905383984,150593.22335371067,549016.0748365044,4434.618050164178,192305.36798203553,386841.9454401109,26462.921584714197,216803.4977450672,267845.77444688574,1795863.718602313
665784.0510116182,166877.3693028812,658186.8996469046,4302.258158891214,163353.8607789586,400073.35052840377,38145.974991448464,285936.42409453355,354654.8096218765,2214842.688910547
911989.8207257638,140852.15296612706,1018298.398415513,4871.921135126963,155496.59639087052,567401.0272871798,40141.73756620396,228758.6540808345,331331.53371825354,1594164.8101133301
1353921.7881515962,201838.08602083393,1450541.2846482384,7176.192598375859,232589.9952940963,802235.8647453225,44631.87473814426,178905.98531301413,310863.4417940517,1169986.6345365993
1516408.459229405,258619.35222450638,1644837.6216140892,9786.115750497564,304797.43811904325,644621.8621965966,42748.53665772952,193062.73552689597,310217.3535078298,818128.2567311841
1285955.7439814922,202876.21808025794,1489119.8682945042,9090.55399090605,240740.69913562902,356295.8303236854,30315.02261918326,194322.2158655185,283393.64761692623,544803.9650236259
714755.5390708073,106513.48700125888,912707.5967921461,6616.37575241498,158728.61043337977,150445.92601135967,17136.047206163046,146498.24567301097,232432.9599889218,457641.0795593966
550643.0108561066,55443.39240722999,558947.3028180385,3865.594216961385,115493.37034341443,66816.04224386622,9751.994240402126,69134.19160765682,127690.07900649095,436114.0178763536
714166.8889297593,45905.434841421455,524985.8934752846,2569.268328967464,91914.64689136283,48654.19576061867,8558.684286292895,38314.37345380817,101227.01080464153,552559.5804940659
768998.9813752464,37264.838896803034,448792.27657263307,1574.6218192200902,66072.91431845255,48329.933991845515,10801.159426583645,43227.01825508684,100220.14550688553,544810.642815022
666610.271512827,53297.329325890445,366750.1972223955,1691.2762177776422,89479.31853257176,90347.36771394403,15049.425617444747,47074.889223000566,87489.09133278854,498676.9739219418
468311.5712518345,91077.29225404978,293210.1133205454,2526.3198511683186,125194.38651710819,151515.1396778444,14254.592717375364,50794.05569985113,87588.72913842599,558838.01610473
595426.3095427138,92636.83627328707,219835.44569439135,2543.748952620115,130460.34679929944,125412.97548112152,15630.552640976786,54077.35568594704,108876.0651769748,507905.054194289
792841.1563754514,60260.98390795513,155627.66368779415,1944.7980813270801,99316.36163102818,63833.83917524654,14917.953485682146,46766.53199424884,95036.75679750262,383898.6111397684
726891.8102114677,35990.50427543206,128924.02181939656,1328.087530010432,68360.47091731652,70566.39268078117,10808.860589421756,45083.613148476186,74499.33947686829,336002.9681638336
713030.7193806987,30702.874173876848,142206.78109353952,1283.8041033520994,67700.87732323667,83636.51369818609,14945.492910836747,47451.25530294458,105721.38907464202,325779.01493595203
886355.5945649518,43827.83518141255,153922.46045394338,1692.4996567607873,84659.33702744821,114302.607912406,19220.4931139537,53405.92410937946,162128.45227061756,322780.06293350353
851929.6518175118,80869.6926976053,194075.50284719138,2523.821054862669,103242.38982141405,161359.98477160596,19602.43200420075,51811.55731710538,205318.7134106561,423019.9466784711
556822.4556905418,96770.64197850187,250420.59156572793,3292.923196928156,113831.87564346321,183446.27434639802,23017.920000154605,57955.88836601561,217334.6039791078,493691.9701641689
340758.027268415,80836.27314855032,237356.9868617462,2798.4788773164933,105557.26886197268,176098.33532898003,24996.149492310535,68436.22022830573,195060.9103688282,398753.84876532276
580732.7613167459,68490.51526392913,166788.9993064837,2846.7852208785393,117919.88870561948,150211.2732554858,22810.706262617732,58856.2229506228,179198.12358076774,349139.00095460104
998845.2465384769,60417.93619187323,147768.60858377055,3310.1630352827347,131159.99763071118,106062.70784908191,18569.933362146807,44058.40508206902,158752.1081531602,553884.9337594158
989340.7914228884,74354.37389897574,118004.78826523699,3481.993975177591,124335.89046182891,153469.0865554976,20075.25921182821,51002.286610053496,175361.87480450558,877189.3072331102
746772.5497671457,92233.3092483179,177807.04262999378,2894.238083803739,143955.55407741346,203167.7510339116,24912.68409312669,85013.04615614565,218842.04919881478,817957.0202341473
676593.8600783444,73992.87635137589,265346.933670447,1702.1285177383227,118667.40243474217,128616.9391777779,17154.230133328972,109669.66408027346,175363.22909340126,614869.3922095087
771649.6594724808,46806.96900554794,217247.0725618743,972.3850045584628,71810.65661490845,104776.86479155983,12624.968565093814,91515.60152842448,115732.42105112845,511311.5064327334
733928.4479258036,55982.00353179361,126241.96606797099,1625.327815449637,86065.60153634605,165053.285043504,14234.766041543511,98056.3441079235,116279.5055957651,518829.1612864607
614466.7042642051,83484.05126422463,119223.3763373499,2977.4933085663497,117313.21789229616,157428.6693742709,15905.920572659916,139142.81276340917,163549.98377787537,569719.16447851
760113.5927481632,85321.69323966064,151472.20837918576,2913.7468549931477,125950.09724024581,135235.6575116284,12504.75679515304,151056.7884769211,215732.89365574546,445441.43858119275
835972.464356476,76394.36346712844,142394.17886880308,1925.170042085417,105496.02151022576,183144.54177275018,8318.21872659537,131336.75234645684,239392.23406046815,333681.80046080676
723402.4263100812,71610.88987073753,153593.41187811273,1347.9217044394802,84056.29357568093,178498.83692418938,9114.832038286633,113668.16378931273,228785.83977400546,320622.13269954885
508799.71261008707,78356.92034854738,141727.8349349409,1501.6302822856846,79578.24733249444,184762.36193472196,14005.442514485076,78667.80256852933,192192.1063387606,395411.4379842126
425641.708203643,82463.7336063156,130433.80896285287,2384.147814930521,97443.05848810896,184755.02489693387,18417.71057199431,65822.17603360339,161161.88334284443,425873.06268805306
517113.8677038642,66908.94402636633,155365.32878931012,2432.6520725205596,76647.22330419921,120071.0292287843,15687.30434148398,84715.93085344376,127709.75289516179,330925.3013838499
640071.4354832874,52829.94375754822,176847.3670297061,1001.0345030947128,26487.227623254326,63826.25286597892,10214.5758301732,105034.77068466076,107200.23098221653,279609.32373075775
765953.0543750048,43249.56626551523,166174.39107115072,427.23531135154536,14496.718373725298,72222.71264422813,6617.366072457345,106579.83403577039,109197.95644013218,281457.18217445776
666443.9271518709,58326.963788595975,161310.478891979,1534.275230818941,46606.28789819359,138165.93003816385,9985.82926020427,99185.9775062565,146726.52869035653,384277.69026539323
418224.43961752165,86643.94293379223,194472.2339621024,3160.3801076185987,85323.91717427396,133471.74505028388,15922.631715292604,69869.05426869173,190751.45192245004,506331.203721561
465847.94300762523,85717.02748199446,148669.71773544062,3552.6805087031817,101329.71729993861,99022.2233624462,14282.52138979203,56583.78461581625,182662.57082071115,537754.1993140508
724727.5818348285,72663.07089180603,87367.68236630762,3549.4619668756823,109045.82022337889,138439.0547319078,16102.184118804089,44295.58251390801,182897.3968968974,514911.06261115195
797060.3431048275,100205.17030229299,77137.06878557635,3088.9792347101143,94868.05573052958,202956.8752550594,23481.052968479176,33512.46563621179,240403.8182233444,431504.4027188732
735029.4988846967,118123.07706235204,107225.4644908657,3023.3505089863183,123688.77818282224,178166.5333626328,25651.243049505472,27878.36729086123,291392.75646971934,391144.50713468535
961441.6935814795,79233.39636043887,127427.55052304213,2659.444640766991,171212.69669095826,151393.33266328156,22186.024472376932,32574.828331504646,306862.34442073916,416277.81185458647
1437709.74656243,44965.61398604156,121160.19504969897,2399.574102033193,144737.9020102452,189784.96393656262,23098.99521245547,35348.18342303311,268797.4906138414,435671.91187164636
1203236.088050063,47778.88326845009,115617.32099278836,2465.1384499914097,105168.52891311074,197616.5115965413,35280.020651780585,30258.529922981103,241814.92382145475,384959.3555632604
611192.40409211,58773.59562781918,121476.46967801414,2463.027036948361,97669.32629615618,143715.18625789756,40143.492639032804,36753.03205123131,243859.99949845203,400215.4379892399
459462.0756310753,68133.6282382188,131766.84088395743,2015.2652519375397,82560.43908065432,105800.99130391824,37634.8876077139,70172.62423668553,238254.2419728204,505381.077217413
708149.586159248,65622.30617323754,114378.90287675365,1761.5188109526644,79492.14123556414,92082.79671682921,28799.340129516408,108739.79941293267,231115.6372853737,577195.8374825638
711931.4848826058,60838.352644792925,99301.23149092606,1930.3646382454353,84707.88563844204,73647.91815888102,18367.18432537681,121769.09136511662,174886.06447957153,528771.1861771707
717760.3319448226,72220.44229720699,84485.73767126861,2948.3107441752195,83216.83119749858,96627.84791209186,18196.857732343156,156898.87187277747,172743.2553053541,723715.2429230689
1059070.7646856264,92457.03474659621,114982.27507505887,4316.807640570649,101400.80028424722,201157.34645067735,25998.003988383436,230955.8778808121,266814.18220290216,1051472.5631096307
1088188.0334583803,138077.85429979744,163921.33800379085,3855.7385091135734,135633.81268923893,299291.17072363076,41862.74726109464,294658.5129304815,403703.8361933299,1762148.8600694602
938700.9504907595,230348.09789355047,200780.40327689153,3287.8884006364733,142971.6085226804,321427.7814363358,56210.87935702722,379265.94169622747,471334.46060011914,2565150.8447516845
1351844.604228116,218088.79200809106,235581.69609471475,3453.6606266696326,128196.15829306882,342876.00308541546,56328.71306060507,418629.38992360316,501853.74935934175,2670431.080078258
1409440.946414478,126289.45101473574,191282.84257378874,4944.266777175691,117200.56890443966,426235.75847886666,61992.31523853847,329977.37400213623,520753.1147650823,2339482.2607246595
1241832.2558541337,126518.55298238082,179360.60950546473,7213.279947609845,126248.88104849245,546276.3840761924,79551.14894490199,265297.19719809364,444139.59484933224,1459777.7827887463
1312354.0869726306,137204.96715563897,218257.30853756322,8332.775323983791,136141.23454567938,516025.5246207277,75174.06976232766,229474.08195043297,360091.9686891743,806775.0830164324
837158.0768890701,117770.52136608672,290354.41953916964,9066.242078144318,179362.75424352373,309644.37928111124,42872.40688983437,243772.79184008806,302911.19389584835,528290.2226882271
457199.2153516464,78922.73661528253,260073.63187893058,7860.95080782371,203056.09518112696,123611.63684855425,17640.759309415633,201214.31931354338,187101.0279007867,478254.2676423791
706305.7649833695,46684.96416197358,170802.09753589804,4083.3695735310225,127827.78506678066,56438.29966584328,6702.524920979381,112030.75201780049,103966.9555487016,472239.9833227342
925048.6542328452,39725.6782926105,106563.09652804362,1596.9629760162384,62478.933864311235,28554.231389771863,5604.660821237292,90154.33988437017,83936.20572664097,501819.71379284555
820931.4931858842,32495.515281489817,78692.5515867708,1294.3783200321966,49717.15769250908,28316.376360541653,5720.76738851623,117495.11090607566,107721.14232902444,646423.9943401408
616908.8816507829,41123.29343592811,61583.23331468777,1945.747982297617,55166.406340816786,70055.83920806064,7750.039254091472,118903.55730975901,122401.39148804871,606271.5743867692
541231.6410817617,69335.22658515381,59193.542360301275,2315.8017163110303,91158.31058390028,117409.86297797774,14042.668298506802,88457.3267204971,96240.13590275549,431928.82148758636
405167.68977026804,101418.42817673946,74569.80860836232,2677.7141330345644,144233.96114771906,118532.82597156973,20656.316281390784,62861.004459843636,82567.18868481518,455549.04252900014
322170.6868797467,110132.40077762709,63931.15609471211,2775.293117561332,148641.58649750103,102087.15622800605,18959.090410975925,61208.23742645933,88287.60892051188,595507.2334515376
396505.36156113213,72251.46501763197,45610.81149922469,2715.032716321471,120156.32341399645,101742.8094535332,12856.086674777587,69954.54893603109,95914.90095269494,619760.2108842735
468058.1945552888,38281.553599899715,60323.073272234236,2592.174944886132,89003.4778354772,113521.42201182216,9154.981010991994,66083.80007254044,142398.9206372613,650931.6881635479
613124.228102462,27701.38858993071,61825.04767849051,2551.411915742213,89339.50994454304,103648.07110079537,8151.402779380914,60439.97280292275,220526.42769407915,640669.6979057704
866921.5242433194,34502.784606706504,42189.94397214967,3131.027583106135,113879.75477861165,97582.05363786122,13888.504787977858,62740.163595424885,257093.98171705828,589170.1159198739
746376.6806926939,59740.62859944525,52585.312706093275,4155.42170509617,122996.91672760058,105250.85903471128,22499.112832769424,72225.3289174366,238384.91059446035,668191.920166629
474819.6114311169,62923.428501266026,93380.7353712837,4598.421522906981,108075.74907261401,132113.6785793732,31999.056857660984,96064.07193504015,226610.27905445962,685329.3119938594
435127.1328538492,50961.67328194914,98072.91455622244,4847.607830365977,125100.12582109614,100557.06778922351,35800.473704292905,118447.30834766639,257972.31240449692,563368.7495235088
685911.0347201978,44077.83045398296,62200.51092692258,4578.054359754526,131575.96124874114,49696.199369578,24885.634724889274,113213.83609628907,259668.26962792754,459059.57853079675
816812.1795687436,37106.9181899068,31887.755366211262,3218.5746886832085,85057.42994885205,63986.02851437593,20477.67231052057,89349.95768538513,249567.73246626012,703960.6980826677
759852.1487270026,42053.16574057047,38206.586464153006,2443.9211145332033,59874.49778458812,151701.77918065913,23875.765329616515,80568.13929281222,265057.03013340617,939204.9886918253
757926.7233282696,48080.851944106995,66322.19011233812,3001.2088740901745,86839.82935408968,201407.93616224534,28249.889865034274,92166.51915868316,279643.49095494614,748954.1096283866
847953.4782278478,48385.483761490046,87804.06420406683,3066.1783879628756,109575.5820517347,155718.48686253632,23993.913748058927,115946.64647198534,229984.22125732386,607656.9852339023
674276.2013874913,47249.080072675446,72320.5525973534,2866.7507092563474,123737.83370626208,116887.11622395056,16072.851820806041,119610.8671991038,164082.61228783638,590416.8513836046
454006.8559686403,55695.64572929038,48781.8995724205,4305.7033353175075,139498.02912671864,96885.95637911513,13404.082153899384,132476.4634817409,174323.94688796837,483203.5234002181
523696.9132578464,73134.08048215693,33816.691151303785,5563.916853627814,104327.73655682015,151754.6845434306,13608.01978887688,145727.45461647006,256984.01602063372,521610.5205004312
579577.0050133672,88111.02441460115,28898.209442584495,5714.899527775362,95972.65927211655,270169.0237753676,18683.18383838723,155543.94343510867,343843.71627336054,675576.8265481634
471375.84717508213,74866.98932528144,27114.02751310964,5770.147105196513,114098.83405312516,181305.4287343847,20518.761019463735,147778.31331762974,317126.85546413035,605402.9137909452
284714.7581605692,61559.87425500733,31335.845030828885,4990.486218240238,136578.0681811661,77204.8072111415,13325.440868303442,131656.29476046684,216372.19959134833,548410.0409452498
209195.5360139789,58730.46856784466,51131.03223402248,5530.978573931893,156585.0167781503,70098.48347629492,11595.695833324677,142471.75335018098,162396.50169597915,628047.4591143228
275249.27879047807,46512.36717425823,49272.895946335935,6077.735698139305,136008.14720620806,54112.05470734952,12824.916293107564,129323.17851870436,161574.517725859,530058.4543656016
531692.5439869438,37021.703664764085,25290.346154079703,5073.809293123475,95277.3356749485,25880.782026568948,12095.398414395466,94420.03430094448,188515.48910535072,371597.43135316053
668664.7261952417,34614.10160747726,12975.305536581001,5054.940534090122,77327.6634172825,25440.583811503828,7725.499339310098,83902.53732292251,174178.7648840531,466323.4078414946
527922.7531471116,51402.851992594515,32610.15947420533,5946.035982603379,92685.92519260936,63436.30807972384,8456.051479235439,86596.73996871184,151138.7534507812,547492.2052683708
313249.5463131687,72464.16123021852,71449.28422370717,6366.18218099227,104852.97425665625,91632.40299172756,14849.9823397929,83885.3965340261,154076.32156167613,467246.00503157475
482716.3538153883,65223.3867269413,77511.89883423623,8120.121515148932,86297.84827992704,88492.08584195135,17934.1684365419,98199.99392781875,185647.13916234742,419792.4575946526
837606.7708188293,39551.17086419809,49706.6447891704,7034.538443460981,65870.93114399056,57172.19944628928,16955.07214506633,109164.0348498081,239606.23914413142,457543.2367864504
701832.2538186001,35516.85748293922,29796.433498334987,4467.613389357374,63792.79583836685,57945.6831801583,16616.07991925529,84516.32062727926,224965.05209474533,530927.2211301737
643485.8193218156,52100.50034220121,39793.80546343398,4724.532131936649,79724.04843125991,122242.75896646727,19631.600238417777,88128.42176392247,189977.21299336894,420563.7705055725
839866.3610567014,49203.66318001049,54985.91357882064,7975.9218410812,93138.25635191551,207759.19455916187,20322.940541588225,142482.46811044746,257586.26407509192,379272.9547437805
931898.2695835336,33173.21799812097,52937.97071776397,8268.574597027618,87579.86778160156,186376.12605209998,22443.112193172885,198404.97260083925,373511.7035730572,399845.0658987518
967155.7473850561,34258.73032788033,45163.74971561769,4865.500473095434,78147.04929405273,125806.28337893492,22858.39981201884,177405.04589482682,381472.92834205774,465095.6151013189
730880.6350102632,44595.64840224887,70734.26765905101,3698.426601762979,97497.35193126759,96245.96393712926,24792.229126325634,130120.94061592483,319566.6561299229,619953.6378027049
625591.9570251633,47753.780115315865,99002.08430551692,5272.014659411033,147170.32246861557,63454.02872122046,28307.570093933213,139369.68391459732,320773.4740394557,707204.9377122062
716618.9382714155,36356.0376192596,85924.63540339109,5510.221698280192,152107.19528319675,56562.21035268738,26579.96314077019,187685.98845299034,311208.52513070515,695710.5622863992
723182.879938597,28599.54404133305,62087.24486832903,4237.213001324721,127045.17639038434,49276.45062120078,23069.795508581556,182636.94244646525,304607.6837445361,666237.4278584361
