mdsp_dm,mdsp_inst,mdsp_nsp,mdsp_auddig,mdsp_audtr,mdsp_vidtr,mdsp_viddig,mdsp_so,mdsp_on,mdsp_sem
858765.1812095556,31739.19749717035,47007.86106804323,3228.95460149862,115417.56991039727,46498.35235048888,25157.60197369045,166672.64204161282,312209.38287554815,729286.3029666635
822150.177443871,54580.6227822088,47274.83004956421,3141.8250656761534,114220.43283770188,113976.55903546906,27668.871035925255,246888.9295873844,358445.0690249546,879880.4836450161
668090.9251050869,85876.42400521244,57584.53514727615,4594.5908345000535,147926.30549410306,258689.57336305117,43602.36583766004,336834.82054570236,392472.18758166576,1393301.448643543
536277.7508760068,112668.04739723483,79020.51431124184,6376.986159992509,157061.3811506568,356102.6706093313,62600.81044641756,351761.05099795933,368215.44982526347,2100911.1989923664
725596.5148883717,107533.72014576267,96985.29113571814,8063.968107127926,133238.8255224499,366831.41918624844,55727.89921269065,381014.5976216758,399068.5971511448,2579330.96286711
945420.9973905324,70668.33039702802,61489.16095991177,7936.513869913001,107123.67863129117,470623.85458657454,49971.76206832839,357084.31453240063,508234.59760776453,2488679.460807782
908013.7948149883,73523.29595736774,42727.68482144174,7545.307036364608,111079.70174784567,652764.3596897998,55672.762318155255,276563.6861285127,633509.3563625907,1766346.4331921127
899832.022718446,104363.84410860171,53417.156623460454,9891.270177972396,179333.41376302234,566210.2864983934,61723.233343110915,249421.3039173187,623167.4836369605,1180544.4252883224
620199.7489423107,118201.96702477576,54090.24434501551,10428.741186672974,204047.1928489739,277699.54648337676,54507.34312109587,216708.83942011962,485495.8546648714,757974.6584707666
231763.43547776868,87056.62732877539,49746.93846622742,8906.345799065808,150575.54289723033,85165.11916450887,22325.027746454532,160183.63667616784,296786.5912045965,540807.9616196018
93460.07545204327,49556.35304626799,48046.45450572526,6028.9616672564025,93724.22605835692,39074.02224767349,5574.496093745141,125162.32758447928,169559.93851409908,430641.0049553896
222223.94219326173,39389.38871354246,49352.074563932016,3947.354038570283,85065.45175792469,21022.10523981237,4137.763542000968,121933.32545892711,137946.8865082373,356773.07931485825
599244.7284491453,27726.903533479035,39464.388872393276,3499.763515712302,93830.64051709783,11104.228051371188,3560.4847884963815,124873.25552039647,136935.98262851534,506224.8130214119
710090.6679409458,23354.03966145556,17708.326704623356,3710.3309621935423,99123.52257727926,31292.022194282657,4655.732755087294,114689.49906139221,109454.74527063384,689369.9328310819
551689.1066011677,34481.91697059453,18950.219229258684,4615.259555101406,121989.29301202379,60507.658228241206,12353.554962888438,115182.5933656516,111404.12265395577,693606.3350977189
428957.591274428,47996.5190337873,36053.79245068176,5552.892721735609,148176.48703163766,84340.95406222076,20590.61886918024,149478.85352479658,150424.00685151125,580298.1849269348
339122.6463075257,45775.91804415659,30086.464967942138,6833.497797606743,144724.19561272732,76938.3054029355,16035.77544094983,148900.34792333888,169271.96780650323,427279.6001050994
417511.5538714248,35010.515290743046,11394.129457099085,6258.872251975892,132661.81377887778,48560.51353636876,7879.257039483904,109446.23006862911,142727.67616943998,436328.35918570386
611082.4974574738,29618.55388504491,6830.2658393765205,4355.9702472417985,127170.99113044939,39627.77335165605,8176.495503682558,94841.96736587197,120810.85006059887,468375.70137148217
814744.0500826711,32006.650928206844,9449.927368403054,3752.273502707433,124409.42038712552,76586.97564650328,14567.987406753924,136277.0475450577,136104.97922457027,561841.4293598047
710418.8244715555,37715.56052854932,10369.607840928575,4674.166949536023,147087.0017894456,102691.47441545987,15106.097261088787,173966.30545679666,188903.33664840178,668473.0365926394
585256.8436038514,40913.52934201309,17120.715424984544,5618.725996963105,169758.42876919507,102831.23844624804,12752.990701258741,169391.45096820043,249871.5289163905,593178.635769643
360606.61583223613,47961.34815767708,19649.9341472781,6186.802938028873,166122.51532361755,89344.76239010769,15538.40196390307,143990.93022337987,247882.1036812973,564838.2503525476
177624.13248307467,48374.66573363461,20205.439187821463,4949.752275241509,155962.31936793437,61060.43744631279,27322.7120860646,149949.71717302504,183764.06564886504,433119.9263004563
457441.37187986687,32488.57610073494,22635.669973867454,3387.344295801686,135657.8236163903,47687.49892375565,32845.21383309082,182284.23271034332,216241.8149529898,389003.8106851285
988105.2999179644,22100.901868555753,16818.942714365592,2503.6184461115326,88780.82129270745,73060.90294613251,16204.054546631058,193286.45463093853,285605.18889003387,478099.3864733174
1114875.7811944662,35158.93152679543,21706.94386819834,2508.1664608691194,67399.14240106917,173738.45839940564,9674.266202935842,207456.4422604297,282163.7924252745,573902.7200562537
670835.9282564241,58387.64078253859,21138.437608393062,3386.196850580795,94190.73137727156,254014.6777446817,18475.453452977625,224741.5910732938,285239.10704475746,511743.73468704603
357571.73503032874,60903.669237314614,7697.740006627089,4030.8974672340064,143737.94967177307,218719.04387551013,27379.633161715185,170167.50121700735,330889.1247272118,434394.0834212538
280191.84019379615,53777.42081025635,889.9874863418657,5102.597189654535,199976.2822485813,180772.43995521968,26910.285375605516,141000.44422994653,312832.2477914224,576700.4414756238
439853.5087968935,58219.85798119513,322.7729968491911,5064.499612316362,204397.9441955628,149268.14196583803,21027.705872304436,150118.96326111263,257364.72203422541,644797.1608769668
638500.8858568706,54840.73893169404,959.1296407975225,5099.719471352224,191550.20184982603,139679.35701425455,12354.711280409698,165593.28033308624,282424.08322906983,621394.6964278708
499660.0665506161,44696.31652279771,1365.4618478751986,6409.862709279279,197411.28406450799,192535.14867067907,11377.110667179912,231781.96319849134,384960.0920686062,735360.3886985638
281985.1990683207,40664.296900290225,621.0887229974869,7450.792686643433,162862.36531120678,134543.80007923095,14076.629623905463,266051.95003306743,447184.43104628945,624082.1023226352
254836.62475637704,34782.21445562319,100.14872484886682,5965.582770673462,98362.34400403326,79232.21645477496,11437.295160752104,265059.73824320955,446726.14308504487,668096.0272938916
159826.1860012701,34077.48204209935,70.54561728207202,3855.4059372376155,68504.55263570491,83312.25247549315,9020.219704429894,232414.61553894109,389319.03968291375,898587.2820064651
110166.33812095644,35954.12668947613,115.63018341536932,3985.233958064072,83031.03634831774,64664.85283181991,9327.213323212905,146290.28969335477,311886.80337392713,863133.8426957651
330195.3891751446,36021.54085693187,72.59014304255189,4490.168654856111,107383.35400132793,47142.84994974221,10738.30037843887,95691.34130719632,218378.5344329547,693127.4073386252
468047.5615401905,30523.457918917607,164.41408767151117,2924.9460366060057,107389.08238086507,26640.7719714634,7459.599799697909,110030.9562840712,160423.02363661953,493165.16338533815
